email,razao_social,nome_fantasia,cnpj,uf,municipio,situacao_cadastral,exemplo_produto_licitado
tiago@bimexrs.com.br,BIMEX RS COMERCIO DE MEDICAMENTOS LTDA,BIMEX MEDICAMENTOS,42040380000138,RS,Santa Cruz do Sul,Ativa,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021
comercial@enqsolucoes.com.br,ENOQUE INFORMATICA LTDA,ENOQUE INFORMATICA,16677622000199,DF,Brasília,Ativa,EQUIPAMENTOS DE REDE DE DADOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)
governo@daten.com.br,DATEN TECNOLOGIA LTDA,DATEN TECNOLOGIA,04602789000101,BA,Ilhéus,Ativa,MONITORES - LEI 14.133/2021
ciamed@ciamedrs.com.br,CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.,,05782733000300,SC,Palhoça,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
rbmdistribuidorame@gmail.com,RBM DISTRIBUIDORA E COMERCIO LTDA,RBM DISTRIBUIDORA,33627497000121,SC,Florianópolis,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
novainstruments@novainstruments.com.br,NOVAINSTRUMENTS EQUIPAMENTOS PARA LABORATORIO LTDA,,12561319000175,SP,Piracicaba,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
licitacaodentalpremium@gmail.com,DENTAL PREMIUM LTDA,DENTAL PREMIUM,35215257000145,PR,Toledo,Ativa,MATERIAIS ODONTOLÓGICOS - LEI 14.133/2021
paralegal@medlevensohn.com.br,MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA,MEDLEVENSOHN,05343029000190,ES,Serra,Ativa,"TIRAS, DISPOSITIVOS E INSUMOS PARA CONTROLE GLICÊMICO - LEI 14.133/2021"
juridico@riobranco.com.br,RIO BRANCO S.A,RIO BRANCO COMERCIO E INDUSTRIA DE PAPEIS LTDA,50596790001917,SC,Itajaí,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
mastersul@mastersul.com,MASTERSUL EQUIPAMENTOS DE SEGURANCA LTDA,MASTERSUL,18274923000105,RS,Barão de Cotegipe,Ativa,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021
focoeletrica.financeiro@gmail.com,FOCO ELETRICA LTDA,FOCO ELETRICA,42826359000162,SC,Iporã do Oeste,Ativa,MATERIAIS ELÉTRICOS PARA EDIFICAÇÕES - LEI 14.133/2021
contato@medcentercomercial.com.br,MED CENTER COMERCIAL LTDA,,00874929000140,MG,Pouso Alegre,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
comercial@szhospitalar.com.br,SZ HOSPITALAR LTDA,SZ HOSPITALAR,57977634000116,RS,Erechim,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
rodrigo.oliveira@zagonel.com.br,ZAGONEL ILUMINACAO S.A.,ZAGONEL ILUMINACAO,44233812000152,SC,Pinhalzinho,Ativa,LUMINÁRIAS LED PARA ILUMINAÇÃO PÚBLICA - LEI 14.133/2021 (RENOVADO)
james@realcont.com.br,SETIM & TITON LTDA,,20862784000174,PR,Curitiba,Ativa,PNEUS E CORRELATOS - LEI 14.133/2021
deboramayan@gmail.com,NATULELE LTDA,NATULELE,44836933000199,SC,Camboriú,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
guilhermepiva@gmail.com,GUILHERME XAVIER PIVA LTDA,QUALITECK COMERCIAL,18136904000104,RS,Carazinho,Ativa,"ARTIGOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
juliopaese@dimeva.com.br,DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA,DIMEVA,76386283000113,PR,Pato Branco,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
werbran@werbran.com.br,WERBRAN DISTRIBUIDORA DE MEDICAMENTOS LTDA,,04372020000144,PR,Francisco Beltrão,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
supermercadocentral01@gmail.com,SOCOLOSKI SUPERMERCADO - LTDA,SUPERMERCADO CENTRAL,08664194000212,MS,Mundo Novo,Ativa,O objeto do presente Contrato é a aquisição de gêneros alimentícios destinados ao atendimento do Programa Nacional de Al
licitacaolotus@hotmail.com,COMERCIAL LOTUS LTDA,,57063384000109,MS,Campo Grande,Ativa,O objeto do presente Contrato é a aquisição de gêneros alimentícios destinados ao atendimento do Programa Nacional de Al
severinolivraria@hotmail.com,SEVERINO L. ARGENTA - PAPELARIA,,03032833000122,RS,Igrejinha,Ativa,"Caixa com 10 pacotes de 500 folhas cada um (total 5.000 folhas) de papel sulfite A4, branco, gramatura 75g/m2, formato 2"
scheilabemcuidar@gmail.com,BEM MAIS VIDAS SERVICOS DE SAUDE LTDA,BEM MAIS VIDAS,34265104000140,RS,Bento Gonçalves,Ativa,O objeto do presente instrumento é a contratação de pessoa jurídica para prestação de serviço de internação domiciliar c
contabilidadeklein@gmail.com,ESPORTE CLUBE JUVENTUDE,,87246393000104,RS,Westfália,Ativa,Patrocínio para o Esporte Clube Juventude
upsolucoesnegocios@gmail.com,UP SOLUCOES E NEGOCIOS LTDA,UP SOLUCOES,54909646000115,PR,Pinhais,Ativa,SALAS MULTISENSORIAIS E KITS PEDAGOGICOS
fiscal@pesa.com.br,PARANA EQUIPAMENTOS S A,PARANA EQUIPAMENTOS,76527951000851,SC,Chapecó,Ativa,SERVIÇOS MECÂNICOS ESPECIALIZADOS
fiscal@pesa.com.br,PARANA EQUIPAMENTOS S A,,76527951000185,PR,Curitiba,Ativa,MÁQUINAS E EQUIPAMENTOS RODOVIÁRIOS
financeiro@ffmed.com.br,NOVA MEDICAMENTOS LTDA,,41365113000178,PR,Pato Branco,Ativa,MEDICAMENTOS
marisdistribuidora@gmail.com,MARIS DISTRIBUIDORA E ASSESSORIA LTDA,MARIS DISTRIBUIDORA E ASSESSORIA,45702540000155,SC,São José,Ativa,"MATERIAL DE HIGIENE, LIMPEZA, COPA E COZINHA"
larijw@mhnet.com.br,PREMIER COMERCIO LTDA,,11688438000120,SC,Tigrinhos,Ativa,MATERIAL DE EXPEDIENTE E DIDÁTICO
douglaspossan@hotmail.com,DOUGLAS POSSAN LTDA,ELETRO POSSAN,15332845000151,PR,Salto do Lontra,Ativa,"MANUTENÇÃO, AMPLIAÇÃO E MODERNIZAÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA (RENOVADO)"
dufilterdist@gmail.com,DUFILTER DISTRIBUIDORA DE FILTROS E LUBRIFICANTES LTDA,,51560442000123,RS,Caxias do Sul,Ativa,ÓLEO LUBRIFICANTE E CORRELATOS
vicente.villena@crv4all.com.br,LAGOA DA SERRA LTDA,,05162045000186,SP,Ribeirão Preto,Ativa,SÊMEN BOVINO E MATERIAIS PARA INSEMINAÇÃO ARTIFICIAL
licitacao@newregly.com.br,NEW REGLY LTDA,NEW REGLY,03448836000141,PR,Pinhais,Ativa,"MATERIAL DE HIGIENE, LIMPEZA, COPA E COZINHA"
soul@souldistribuidora.com.br,SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LTDA,SOUL DISTRIBUIDORA,51659136000149,SC,Blumenau,Ativa,"MATERIAIS DE CONSTRUÇÃO, FERRAMENTAS E CORRELATOS"
gestao@4udigital.com.br,4U DIGITAL COMERCIO E SERVICOS LTDA,4U DIGITAL,21982891000280,ES,Cariacica,Ativa,"EQUIPAMENTOS DE INFORMÁTICA, PROCESSAMENTO DE DADOS, AR CONDICIONADO E CORRELATOS"
jantschmc@smo.com.br,PRESTADORA DE SERVICOS JANTSCH LTDA,,06330226000137,SC,Iporã do Oeste,Ativa,PEDRA BRITA E CORRELATOS 
renatanassif@hotmail.com,NUTRIR - NUTRICAO ENTERAL E SUPLEMENTACAO LTDA,,21777970000178,SC,Chapecó,Ativa,LEITES E SUPLEMENTOS
billlicita@gmail.com,BILL VARIEDADES LTDA,,55487145000150,SC,Indaial,Ativa,"MATERIAL DE HIGIENE, LIMPEZA, COPA E COZINHA"
fiscal@pratidonaduzzi.com.br,"PRATI, DONADUZZI & CIA LTDA","PRATI, DONADUZZI",73856593000166,PR,Toledo,Ativa,"Aquisição de MEDICAMENTOS DE USO HUMANO REMANESCENTES DO PE 0006/2025, através do sistema de Registro de Preços, para at"
empenhos.odimed@hotmail.com,ODIMED COMERCIO VAREJISTA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA,,42188256000114,RS,Erechim,Ativa,AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA - LEI 14.133/2021
papirocomercio324@gmail.com,PAPIRO COMERCIO DE PAPEIS LTDA,ATACADO & VAREJO 324,39473179000130,RS,Vila Maria,Ativa,"Aquisição de MATERIAL DE EXPEDIENTE E PARA ARTESANATO, através do sistema de Registro de Preços, para atender às demanda"
contabilidade@centralrs.unimed.com.br,COOPERATIVA UNIMED CENTRAL DE COOPERATIVAS UNIMED DO RIO GRANDE DO SUL LTDA,UNIMED CENTRAL DE SERVICOS,02494715000173,RS,Canoas,Ativa,AQUISIÇÃO DE FRALDAS E MATERIAL DE USO AMBULATORIAL E HOSPITALAR (01)
medicamentos@centermedi.com.br,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,CENTERMEDI HOSPITALAR,03652030000170,RS,Barão de Cotegipe,Ativa,AQUISIÇÃO DE FRALDAS E MATERIAL DE USO AMBULATORIAL E HOSPITALAR (01)
sspneusrs@hotmail.com,S S COMERCIO DE PNEUS LTDA,,04991364000131,RS,Gaurama,Ativa,"AQUISIÇÃO DE PNEUS, CÂMARAS DE AR E PROTETORES DE CÂMARAS  DE AR NOVOS, PARA ATENDER ÀS NECESSIDADES DEMANDADAS PELOS  M"
daros@daros.page,DAROS-SUPRIMENTOS PARA INFORMATICA E ESCRITORIO LTDA,,03696188000142,RS,Porto Alegre,Ativa,"Aquisição de MATERIAL DE EXPEDIENTE E PARA ARTESANATO, através do sistema de Registro de Preços, para atender às demanda"
laboratorio@videquimica.com.br,VIDEQUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,,00112092000363,RS,Caxias do Sul,Ativa,AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA - LEI 14.133/2021
ciamed@ciamedrs.com.br,CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.,,05782733000149,RS,Encantado,Ativa,MEDICAMENTOS E CORRELATOS
rtrindade@medlive.com.br,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,MEDLIVE,07752236000123,RS,Vera Cruz,Ativa,MEDICAMENTOS E CORRELATOS
contabil@mcwdistribuidora.com.br,MCW PRODUTOS MEDICOS E HOSPITALARES LTDA,,94389400000184,RS,Vera Cruz,Ativa,MEDICAMENTOS REMUME
contato@tolfocontabilidade.com.br,65.465.594 ROBERTO MACIEL DA SILVA,,65465594000151,RS,Santo Ângelo,Ativa,"Contratação de empresa especializada para a prestação de serviços de oficinas de Danças Tradicionalistas, voltadas aos u"
missoes.licita@gmail.com,MISSOES PNEUS E LUBRIFICANTES LTDA,,64320979000168,RS,São Pedro do Butiá,Ativa,"Aquisição de aditivos, óleos, graxas, lubrificantes e detergentes para lavagem e manutenção dos veículos das secretarias"
lsnoroeste@outlook.com,LEANDRO STRINGARI,,21681063000120,RS,Horizontina,Ativa,Aquisição de Materiais de Expediente para as Escolas Municipais.
jessicapivettadellaflora@gmail.com,JESSICA PIVETTA DELLA FLORA 02794789090,,37764681000174,RS,Caibaté,Ativa,"Ref. contratação de empresa para prestação de serviços de sonorização, com locação de painel LED para evento alusivo ao "
vitale.comercial@gmail.com,VITALE PROMOTORA DE VENDAS LTDA,VITALE COMERCIAL,22783106000141,RS,Três de Maio,Ativa,Aquisição de Materiais de Expediente para as Escolas Municipais.
zico@gambatto.com.br,GAMBATTO C1 VEICULOS LTDA,MONT BLANC,07297646000393,RS,Ijuí,Ativa,"Ref. aquisição de peças para revisão de 40.000 km do veículo placa TQP-8E08. 
DISPENSA 59/2026
PROCESSO 77/2026
PROCESSO"
helpfix@helpfix.com.br,HELPFIX ATACADO DE PAPELARIA LTDA,,20992564000165,RS,Nova Prata,Ativa,Aquisição de Materiais de Expediente para as Escolas Municipais.
escritoriodonana@hotmail.com,GELSON WELTER,RG MOVEIS E ESQUADRIAS,19031349000119,RS,Mato Queimado,Ativa,"Ref. aquisição de mobiliários em MDF para as salas da nova EMEI MORANGUINHO.
DISPENSA 50/2026
PROCESSO 25/2026
SEC. DE E"
claudiadenisechagasrochachagas@gmail.com,CLAUDIA DENISE CHAGAS ROCHA LTDA,,50650278000182,RS,Tramandaí,Ativa,Aquisição de Materiais de Expediente para as Escolas Municipais.
brunopapel2024@outlook.com,BRUNO LOPES DE CARVALHO LTDA,,53449801000103,RS,Uruguaiana,Ativa,Aquisição de Materiais de Expediente para as Escolas Municipais.
contato@exatusbg.com.br,MARX CENTRO DE QUIROPRAXIA LTDA,MARX CENTRO DE QUIROPRAXIA,41255009000120,RS,Carlos Barbosa,Ativa,CREDENCIAMENTO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE ACUPUNTURA PARA A POPULAÇÃO USUÁRIA DO SUS DO MU
rm@rmsup.com.br,RM SUPRIMENTOS ESCOLAR E ESCRITORIO LTDA,,61237085000110,RS,Caxias do Sul,Ativa,Aquisição de Materiais de Expediente para as Escolas Municipais.
cascataalimentos@gmail.com,"MR COMERCIO, SERVICOS, TRANSPORTE E LOGISTICA LTDA",SUPER CASCATA,19129945000136,RS,Horizontina,Ativa,Aquisição de Merenda Escolar.
dallaterra@dallaterra.com.br,DALLA TERRA ALIMENTOS LTDA,DALLA TERRA,45187510000158,RS,Alecrim,Ativa,Aquisição de Merenda Escolar.
ldratc@hotmail.com,LUAN E. DE OLIVEIRA RAMBO LTDA.,LDR ATACADISTA,55813393000144,RS,Santa Rosa,Ativa,Aquisição de Merenda Escolar.
naujorkscontabilidade@outlook.com,FERNANDA ZAMIN RIBEIRO LTDA,FRUTEIRA ZAMIN,64225462000190,RS,Porto Mauá,Ativa,Aquisição de Merenda Escolar.
cllsantarosa08@gmail.com,COMERCIO DE LINHAS E LAS SANTA ROSA LTDA.,CASA DE LINHAS,08574064000108,RS,Santa Rosa,Ativa,Aquisição de materiais para confecções de cobertas para as mulheres participantes do PAIF - (Serviço de Proteção e Atend
teloeletricaeclimatizacao2@outlook.com,39.784.919 LUIZ CARLOS FUHR,,39784919000159,RS,Alecrim,Ativa,Aquisição e aparelho de ar condicionado de capacidade de 24.000 BTUS para EMEI Dona Elisa Warpechoski.
comercial@engefor.com.br,FORMOZO & OURIQUE LTDA,ENGFOR - CONSTRUCOES E SOLUCOES DE COMBATE A INCENDIO,13055303000153,RS,São Luiz Gonzaga,Ativa,Manutenção de Sistemas de Prevenção de Incêndio da Escola Municipais Santo Antônio de Pádua e Escola Martin Luther 
rafadallabarba@bol.com.br,54.763.504 CECILIA FOLLMANN,,54763504000192,RS,Mato Queimado,Ativa,PRESTAÇÃO DE SERVIÇO DE OFICINEIRA PARA COORDENAÇÃO DE GRUPOS DE FAMÍLIAS BENEFICIÁRIOS DO PROGRAMA BOLSA FAMÍLIA (PBF) 
dcrsantos.vendas@gmail.com,D C R SANTOS LTDA,DISTRI-ALL,33169991000190,MG,Vespasiano,Ativa,Aquisição de material medico para demanda HCM
legalizacao.roma@gruporoma.com.br,MULTISTAMP COMERCIO DE MOVEIS E SERVICOS LTDA,MULTISTAMP,52306841000125,SP,São Paulo,Ativa,Carrinhoa para Biblioteca
contabilidade5@cfernandes.com.br,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,CIRURGICA FERNANDES,61418042000131,SP,Santana de Parnaíba,Ativa,Aquisição de material medico para demanda HCM
fiscal@dcb.com.br,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA,DCB DISTRIBUIDORA CIRURGICA BRASILEIRA,20235404000171,MG,Betim,Ativa,Aquisição de material médico para demanda HCM
rimalehotelaria@gmail.com,RIMALE COMERCIO DE PRODUTOS HOTELARIA HOSPITALAR LTDA,RIMALE HOTELARIA HOSPITALAR,42106787000110,PR,Curitiba,Ativa,"MAH -  Kit Dormitório 
Polo: BH.
SEI 1070.01.0001434/2026-63"
helton.borim@gartner.com,GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,,02593165000140,SP,São Paulo,Ativa, a contratação da prestação de serviços consistente na aquisição de vagas de capacitação sendo 16 (dezesseis) vagas paga
comercial@mcscomercial.com.br,MILLENIUM COMERCIO SERVICO LTDA,,13008903000160,MG,Belo Horizonte,Ativa,Aquisição de material medico para demanda HCM
mendoncaeireli@gmail.com,DISTRIBUIDORA MENDONCA E MIRANDA LTDA,,24638170000164,MG,Vespasiano,Ativa,Aquisição de material medico para demanda HCM
fiscal@mafrahospitalar.com.br,CM HOSPITALAR S.A.,MAFRA HOSPITALAR,12420164000580,SP,Cajamar,Ativa,Aquisição de medicamentos
licitacao.francieleeletro@gmail.com,FRANCIELE ELETRO LTDA,FRANCIELE ELETRO MOVEIS,47646580000152,RO,Nova Mamoré,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
fiscal@oncovit.com.br,ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA,,10586940000320,DF,Brasília,Ativa,Aquisição de medicamentos
adm@marteequipamentos.com.br,MARTE EQUIPAMENTOS PARA LABORATORIO LTDA,,68886605000165,SP,São Paulo,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
digicontjaragua@gmail.com,MELLO INDUSTRIA E COMERCIO DE REFRIGERACAO LTDA,ECOBLU,48192466000162,SC,Blumenau,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
targetmedicamentos@gmail.com,TARGET MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,,52969017000155,RJ,São João de Meriti,Ativa,Cuida o presente do processo que se destina a eventuaais aquisições dos medicamentos Anlodipino Besilato 5 Mg - Comprimi
rmdistribuidorasc@hotmail.com,R&M DISTRIBUIDORA LTDA,,50468469000128,SC,Três Barras,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
dlscomercio1994@gmail.com,DLS COMERCIO LTDA,DLS COMERCIO,43431371000130,MG,Belo Horizonte,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
financeiro@mundialcientifica.com.br,MUNDIAL CIENTIFICA LTDA,MUNDIAL CIENTIFICA,41086624000150,SP,Presidente Prudente,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
compras@medhdistribuidora.com.br,MEDH DISTRIBUIDORA DE MEDICAMENTOS LTDA,,18917657000183,MG,Nova Lima,Ativa,MEDICAMENTOS
larissaoliveiralem@gmail.com,LM PASSOS PRODUCOES ARTISTICAS LTDA,LM PASSOS PRODUCOES ARTISTICAS,29388461000165,GO,Goiânia,Ativa,"CONTRATO DE PRESTAÇÃO DE SERVIÇOS NO SHOW MUSICAL COM A CANTORA ""LUIZA MARTINS"" NO DIA 18/04/2026 DURANTE A REALIZAÇÃO D"
marcio.souza@ezag.com,ECKERT & ZIEGLER BRASIL COMERCIAL LTDA.,,02887124000328,SP,São Paulo,Ativa,CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE TRANSPORTE DE MATERIAIS RADIOATIVOS PARA O HOSPITAL DAS CLÍNICAS DE RIBEIRAO PRETO 
area.fiscal@sebraemg.com.br,SERVICO DE APOIO AS MICRO E PEQUENAS EMPRESAS DE MINAS GERAIS - SEBRAE/MG,SEBRAE-MG,16589137003693,MG,Viçosa,Ativa,"CONTRATAÇÃO DE EMPRESA TERCEIRIZADA, PARA IMPLANTAÇÃO DE AÇÕES ESTRATÉGICAS QUE VISAM AUMENTAR O NÍVEL DE CONHECIMENTO D"
contato@marciocontabil.com.br,CLINICA MEDICA HUMANCLINIC LTDA,,29975840000151,MG,Patrocínio,Ativa,"[LICITANET] - [LICITANET] - Chamamento Público, com o intuito de promover o credenciamento, para viabilizar a prestação "
geraldosouza69@hotmail.com,LIGA DESPORTIVA URUSSANGUENSE LTDA,GS EVENTOS,53829298000103,SC,Urussanga,Ativa,"INSCRIÇÃO DAS EQUIPES DO MUNICÍPIO DE JAGUARUNA EM CAMPEONATOS REGIONAIS DE FUTSAL, NAS CATEGORIAS DE BASE DO FUTSAL FEC"
alffacope@yahoo.com.br,COSTA BARBATO SERVICOS MEDICOS LTDA,COSTA BARBATO SERVICOS MEDICOS,40336857000100,MG,Paracatu,Ativa,"[LICITANET] - [LICITANET] - Chamamento Público, com o intuito de promover o credenciamento, para viabilizar a prestação "
nnfbtax@novonordisk.com,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,,82277955000740,PR,São José dos Pinhais,Ativa,INSULINA
arq.exp@portoseguro.com.br,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,,61198164000160,SP,São Paulo,Ativa,Contratação de empresa para prestação de serviços de seguro automotivo
financeiro@uniscience.com.br,UNISCIENCE DO BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA LABORATORIO LTDA.,,53994497000177,SP,Osasco,Ativa,Aquisição de KIT - EXTRAÇÃO/QUANTIFICAÇÃO/AMPLIFICAÇÃO.
alojadoartesao2020@gmail.com,A DE MORAES FILHO ARTESANATO LTDA,A LOJA DO ARTESAO,35602160000195,SP,Taubaté,Ativa,"Registro de Preços, visando a futura e eventual Aquisição de materiais de expediente."
bandacadeianacionalpa@gmail.com,BANDA CADEIA NACIONAL PRODUCOES ARTISTICAS LTDA,,34229606000115,SP,Matão,Ativa,"CONTRATAÇÃO DO SHOW ARTÍSTICO DA BANDA “CADEIA NACIONAL”, POR INTERMÉDIO DE SEU EMPRESÁRIO EXCLUSIVO, DESTINADO À REALIZ"
licitacao@amenaclima.com.br,AMENA CLIMATIZACAO LTDA,AMENA CLIMATIZACAO,46368367000163,ES,Serra,Ativa,"Aquisição de eletrodomésticos, eletroportáteis, eletrônicos, telefones e derivados"
bicalho8@yahoo.com.br,JAMILLY LISBOA RODRIGUES,LISBOA MED,29320673000100,MG,Patos de Minas,Ativa,"[LICITANET] - [LICITANET] - Chamamento Público, com o intuito de promover o credenciamento, para viabilizar a prestação "
fiscal@pensabio.com.br,PENSABIO INSTRUMENTOS DE BIOTECNOLOGIA LTDA,,21317051000111,SP,São Paulo,Ativa,Aquisição de KIT - EXTRAÇÃO/QUANTIFICAÇÃO/AMPLIFICAÇÃO.
abop@abop.org.br,ASSOCIACAO BRASILEIRA DE ORCAMENTO PUBLICO,ABOP,00398099000121,DF,Brasília,Ativa,Treinamento de pessoal - Participação no 28º Curso de Execução Orçamentária da Folha de Pessoal no SIAFI com OBPix
contato@dialise.com.br,DIALISE COMERCIO E IMPORTACAO LTDA,DIALISE,11407854000294,SP,São Caetano do Sul,Ativa,"AQUISIÇÃO DE TAUROLIDINA + CITRATO, (CICLO)-TAUROLIDINA + CITRATO 4%, SOLUCAO INJETAVEL, AMPOLA 5 ML, USO EXCLUSIVO
PARA"
ccrcontabilidade@outlook.com,BORGES RESENDE & RESENDE LTDA,ELETRO CENTER,01687342000194,GO,Mineiros,Ativa,"VALOR EMPENHADO REFERE-SE A DESPESAS COM  AQUISICAO DE MATERIAIS PARA MANUTENCAO PREDIAL, ATENDENDO AS NECESSIDADES DA F"
estruturasfort@gmail.com,CONSTRUFORT ESTRUTURAS METALICAS LTDA,CONSTRUFORT ESTRUTURAS,50732276000132,MG,Patos de Minas,Ativa,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRA DE ENGENHARIA DESTINADA A COBERTURA DE QUADRA POLIESPORTIVA C
walterclaudio69@gmail.com,52.442.567 WALTER CLAUDIO DE OLIVEIRA,,52442567000111,SP,Leme,Ativa,SV. de Contratacao de empresa especializada para prestacao de servicos de fornecimento e instalacao de pelicula de contr
marcelo.teart@gmail.com,IA SOLUCOES E MONITORAMENTO AVANCADO LTDA,ESCOLA AI,29773180000126,DF,Brasília,Ativa,Constitui objeto do presente instrumento a CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO E LICENCIAMENTO DE SISTE
santaclaragas07@gmail.com,JULIANO LUIS BRAUN,SANTA CLARA GAS,14850823000110,RS,Santa Clara do Sul,Ativa,Aquisição de gás P13 para EMEF Gustavo Seidel.DEVERÁ CONSTAR NA NF A OPÇÃO PELO SIMPLES NACIONAL OU A ALÍQUOTA DE IR A S
priscilajulie.oliveira@gmail.com,47.180.483 PRISCILA JULIE DE OLIVEIRA,PRISCILA JULIE CONSULTORIA,47180483000117,SP,José Bonifácio,Ativa,Consultoria técnica visando à implantação e ao gerenciamento da Política Nacional Aldir Blanc
legalizacontabilidade@yahoo.com.br,C C L CONSTRUTORA CASTRO LIMITADA,,64261142000195,MG,Divinópolis,Ativa,"CT TJMG 099/2026 CCL CONSTRUTORA CASTRO LTDA.

Obra de construção do novo Fórum da Comarca de Campo Belo/MG.

SEI 00"
autopostor5@hotmail.com,AUTO POSTO R5 LTDA,AUTO POSTO R 5,04354236000187,GO,Inhumas,Ativa,REGISTRO DE PREÇO PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE COMBUSTÍVEL. 
zoomcomunicacaografica@gmail.com,42.228.876 VALERIA CRISTINA CARDOSO SANTOS DUTRA,,42228876000130,GO,Caldas Novas,Ativa,"SOLICITAÇÃO DE ITENS DE GENEROS DE SERVIÇOS GRÁFICOS COMO FACHADA EM ACM BRANCO, PARA A MANUTENÇÃO DAS ATIVIDADES DO BLO"
falcaoerosa@gmail.com,FALCAO & ROSA EMPREENDIMENTO LTDA,,31090152000156,RJ,Rio de Janeiro,Ativa,O OBJETO DA PRESENTE LICITAÇÃO É A CESSÃO DE USO A TÍTULO ONEROSO DO SERVIÇO DE CANTINA EM FAVOR DA POLICLÍNICA MILITAR 
paulo@hexagon-brasil.com,HEXAGON DISTRIBUICAO E LOGISTICA DE PRODUTOS MEDICOS LTDA,HEXAGON DISTRIBUICAO E LOGISTICA,36257530000167,DF,Brasília,Ativa,"Aquisição de Órtese, Prótese e Materiais Especiais, na especialidade de ortopedia geral, para atendimento aos pacientes "
santacasadeperdizes@yahoo.com.br,SANTA CASA DE MISERICORDIA DR ALMEIDA MACHADO PERDIZES,,20017299000102,MG,Perdizes,Ativa,"[LICITANET] - [LICITANET] - Chamamento Público, objetivando Credenciamento de empresas especializadas para prestação de "
fiscal.epc@princesadoscampos.com.br,EXPRESSO PRINCESA DOS CAMPOS SA,,80227796000159,PR,Ponta Grossa,Ativa,Aquisição de passagens de ônibus intermunicipais - ida e volta - dentro do estado do Paraná
